REGION,FUEL,TIMESLICE,YEAR,VALUE
Region,EL_Industry,DDD1,2015,0.05775
Region,EL_Industry,DDD1,2016,0.05775
Region,EL_Industry,DDD1,2017,0.05775
Region,EL_Industry,DDD1,2018,0.05775
Region,EL_Industry,DDD1,2019,0.05775
Region,EL_Industry,DDD1,2020,0.05775
Region,EL_Industry,DDD1,2021,0.05775
Region,EL_Industry,DDD1,2022,0.05775
Region,EL_Industry,DDD1,2023,0.05775
Region,EL_Industry,DDD1,2024,0.05775
Region,EL_Industry,DDD1,2025,0.05775
Region,EL_Industry,DDD1,2026,0.05775
Region,EL_Industry,DDD1,2027,0.05775
Region,EL_Industry,DDD1,2028,0.05775
Region,EL_Industry,DDD1,2029,0.05775
Region,EL_Industry,DDD1,2030,0.05775
Region,EL_Industry,DDD1,2031,0.05775
Region,EL_Industry,DDD1,2032,0.05775
Region,EL_Industry,DDD1,2033,0.05775
Region,EL_Industry,DDD1,2034,0.05775
Region,EL_Industry,DDD1,2035,0.05775
Region,EL_Industry,DDD1,2036,0.05775
Region,EL_Industry,DDD1,2037,0.05775
Region,EL_Industry,DDD1,2038,0.05775
Region,EL_Industry,DDD1,2039,0.05775
Region,EL_Industry,DDD1,2040,0.05775
Region,EL_Industry,DDD1,2041,0.05775
Region,EL_Industry,DDD1,2042,0.05775
Region,EL_Industry,DDD1,2043,0.05775
Region,EL_Industry,DDD1,2044,0.05775
Region,EL_Industry,DDD1,2045,0.05775
Region,EL_Industry,DDD1,2046,0.05775
Region,EL_Industry,DDD1,2047,0.05775
Region,EL_Industry,DDD1,2048,0.05775
Region,EL_Industry,DDD1,2049,0.05775
Region,EL_Industry,DDD1,2050,0.05775
Region,EL_Industry,DDD1,2051,0.05775
Region,EL_Industry,DDD1,2052,0.05775
Region,EL_Industry,DDD1,2053,0.05775
Region,EL_Industry,DDD1,2054,0.05775
Region,EL_Industry,DDD1,2055,0.05775
Region,EL_Industry,DDD1,2056,0.05775
Region,EL_Industry,DDD1,2057,0.05775
Region,EL_Industry,DDD1,2058,0.05775
Region,EL_Industry,DDD1,2059,0.05775
Region,EL_Industry,DDD1,2060,0.05775
Region,EL_Industry,DDD1,2061,0.05775
Region,EL_Industry,DDD1,2062,0.05775
Region,EL_Industry,DDD1,2063,0.05775
Region,EL_Industry,DDD1,2064,0.05775
Region,EL_Industry,DDD1,2065,0.05775
Region,EL_Industry,DDD2,2015,0.060113933
Region,EL_Industry,DDD2,2016,0.060113933
Region,EL_Industry,DDD2,2017,0.060113933
Region,EL_Industry,DDD2,2018,0.060113933
Region,EL_Industry,DDD2,2019,0.060113933
Region,EL_Industry,DDD2,2020,0.060113933
Region,EL_Industry,DDD2,2021,0.060113933
Region,EL_Industry,DDD2,2022,0.060113933
Region,EL_Industry,DDD2,2023,0.060113933
Region,EL_Industry,DDD2,2024,0.060113933
Region,EL_Industry,DDD2,2025,0.060113933
