REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
UGANDA,CHP,BIO,1,2018,2.632
UGANDA,CHP,BIO,1,2019,2.632
UGANDA,CHP,BIO,1,2020,2.632
UGANDA,CHP,BIO,1,2021,2.632
UGANDA,CHP,BIO,1,2022,2.632
UGANDA,CHP,BIO,1,2023,2.632
UGANDA,CHP,BIO,1,2024,2.632
UGANDA,CHP,BIO,1,2025,2.632
UGANDA,CHP,BIO,1,2026,2.632
UGANDA,CHP,BIO,1,2027,2.632
UGANDA,CHP,BIO,1,2028,2.632
UGANDA,CHP,BIO,1,2029,2.632
UGANDA,CHP,BIO,1,2030,2.632
UGANDA,CHP,BIO,1,2031,2.632
UGANDA,CHP,BIO,1,2032,2.632
UGANDA,CHP,BIO,1,2033,2.632
UGANDA,CHP,BIO,1,2034,2.632
UGANDA,CHP,BIO,1,2035,2.632
UGANDA,CHP,BIO,1,2036,2.632
UGANDA,CHP,BIO,1,2037,2.632
UGANDA,CHP,BIO,1,2038,2.632
UGANDA,CHP,BIO,1,2039,2.632
UGANDA,CHP,BIO,1,2040,2.632
UGANDA,PWRDSL001,DSL,1,2018,4.0
UGANDA,PWRDSL001,DSL,1,2019,4.0
UGANDA,PWRDSL001,DSL,1,2020,4.0
UGANDA,PWRDSL001,DSL,1,2021,4.0
UGANDA,PWRDSL001,DSL,1,2022,4.0
UGANDA,PWRDSL001,DSL,1,2023,4.0
UGANDA,PWRDSL001,DSL,1,2024,4.0
UGANDA,PWRDSL001,DSL,1,2025,4.0
UGANDA,PWRDSL001,DSL,1,2026,4.0
UGANDA,PWRDSL001,DSL,1,2027,4.0
UGANDA,PWRDSL001,DSL,1,2028,4.0
UGANDA,PWRDSL001,DSL,1,2029,4.0
UGANDA,PWRDSL001,DSL,1,2030,4.0
UGANDA,PWRDSL001,DSL,1,2031,4.0
UGANDA,PWRDSL001,DSL,1,2032,4.0
UGANDA,PWRDSL001,DSL,1,2033,4.0
UGANDA,PWRDSL001,DSL,1,2034,4.0
UGANDA,PWRDSL001,DSL,1,2035,4.0
UGANDA,PWRDSL001,DSL,1,2036,4.0
UGANDA,PWRDSL001,DSL,1,2037,4.0
UGANDA,PWRDSL001,DSL,1,2038,4.0
UGANDA,PWRDSL001,DSL,1,2039,4.0
UGANDA,PWRDSL001,DSL,1,2040,4.0
UGANDA,PWRGEO001,GEO,1,2018,1.0
UGANDA,PWRGEO001,GEO,1,2019,1.0
UGANDA,PWRGEO001,GEO,1,2020,1.0
UGANDA,PWRGEO001,GEO,1,2021,1.0
UGANDA,PWRGEO001,GEO,1,2022,1.0
UGANDA,PWRGEO001,GEO,1,2023,1.0
UGANDA,PWRGEO001,GEO,1,2024,1.0
UGANDA,PWRGEO001,GEO,1,2025,1.0
UGANDA,PWRGEO001,GEO,1,2026,1.0
UGANDA,PWRGEO001,GEO,1,2027,1.0
UGANDA,PWRGEO001,GEO,1,2028,1.0
UGANDA,PWRGEO001,GEO,1,2029,1.0
UGANDA,PWRGEO001,GEO,1,2030,1.0
UGANDA,PWRGEO001,GEO,1,2031,1.0
UGANDA,PWRGEO001,GEO,1,2032,1.0
UGANDA,PWRGEO001,GEO,1,2033,1.0
UGANDA,PWRGEO001,GEO,1,2034,1.0
UGANDA,PWRGEO001,GEO,1,2035,1.0
UGANDA,PWRGEO001,GEO,1,2036,1.0
UGANDA,PWRGEO001,GEO,1,2037,1.0
UGANDA,PWRGEO001,GEO,1,2038,1.0
UGANDA,PWRGEO001,GEO,1,2039,1.0
UGANDA,PWRGEO001,GEO,1,2040,1.0
UGANDA,PWRHFOE01,HFO,1,2018,2.8571
UGANDA,PWRHFOE01,HFO,1,2019,2.8571
UGANDA,PWRHFOE01,HFO,1,2020,2.8571
UGANDA,PWRHFOE01,HFO,1,2021,2.8571
UGANDA,PWRHFOE01,HFO,1,2022,2.8571
UGANDA,PWRHFOE01,HFO,1,2023,2.8571
UGANDA,PWRHFOE01,HFO,1,2024,2.8571
UGANDA,PWRHFOE01,HFO,1,2025,2.8571
UGANDA,PWRHFOE01,HFO,1,2026,2.8571
UGANDA,PWRHFOE01,HFO,1,2027,2.8571
UGANDA,PWRHFOE01,HFO,1,2028,2.8571
UGANDA,PWRHFOE01,HFO,1,2029,2.8571
UGANDA,PWRHFOE01,HFO,1,2030,2.8571
UGANDA,PWRHFOE01,HFO,1,2031,2.8571
UGANDA,PWRHFOE01,HFO,1,2032,2.8571
UGANDA,PWRHFOE01,HFO,1,2033,2.8571
UGANDA,PWRHFOE01,HFO,1,2034,2.8571
UGANDA,PWRHFOE01,HFO,1,2035,2.8571
UGANDA,PWRHFOE01,HFO,1,2036,2.8571
UGANDA,PWRHFOE01,HFO,1,2037,2.8571
UGANDA,PWRHFOE01,HFO,1,2038,2.8571
UGANDA,PWRHFOE01,HFO,1,2039,2.8571
UGANDA,PWRHFOE01,HFO,1,2040,2.8571
UGANDA,PWRHYD001,RIVERWAT,1,2018,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2019,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2020,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2021,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2022,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2023,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2024,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2025,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2026,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2027,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2028,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2029,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2030,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2031,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2032,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2033,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2034,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2035,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2036,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2037,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2038,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2039,1.0
UGANDA,PWRHYD001,RIVERWAT,1,2040,1.0
UGANDA,PWRSOL001,SOL,1,2018,1.0
UGANDA,PWRSOL001,SOL,1,2019,1.0
UGANDA,PWRSOL001,SOL,1,2020,1.0
UGANDA,PWRSOL001,SOL,1,2021,1.0
UGANDA,PWRSOL001,SOL,1,2022,1.0
UGANDA,PWRSOL001,SOL,1,2023,1.0
UGANDA,PWRSOL001,SOL,1,2024,1.0
UGANDA,PWRSOL001,SOL,1,2025,1.0
UGANDA,PWRSOL001,SOL,1,2026,1.0
UGANDA,PWRSOL001,SOL,1,2027,1.0
UGANDA,PWRSOL001,SOL,1,2028,1.0
UGANDA,PWRSOL001,SOL,1,2029,1.0
UGANDA,PWRSOL001,SOL,1,2030,1.0
UGANDA,PWRSOL001,SOL,1,2031,1.0
UGANDA,PWRSOL001,SOL,1,2032,1.0
UGANDA,PWRSOL001,SOL,1,2033,1.0
UGANDA,PWRSOL001,SOL,1,2034,1.0
UGANDA,PWRSOL001,SOL,1,2035,1.0
UGANDA,PWRSOL001,SOL,1,2036,1.0
UGANDA,PWRSOL001,SOL,1,2037,1.0
UGANDA,PWRSOL001,SOL,1,2038,1.0
UGANDA,PWRSOL001,SOL,1,2039,1.0
UGANDA,PWRSOL001,SOL,1,2040,1.0
UGANDA,PWRTRNE01,ELC001,1,2018,1.0
UGANDA,PWRTRNE01,ELC001,1,2019,1.0
UGANDA,PWRTRNE01,ELC001,1,2020,1.0
UGANDA,PWRTRNE01,ELC001,1,2021,1.0
UGANDA,PWRTRNE01,ELC001,1,2022,1.0
UGANDA,PWRTRNE01,ELC001,1,2023,1.0
UGANDA,PWRTRNE01,ELC001,1,2024,1.0
UGANDA,PWRTRNE01,ELC001,1,2025,1.0
UGANDA,PWRTRNE01,ELC001,1,2026,1.0
UGANDA,PWRTRNE01,ELC001,1,2027,1.0
UGANDA,PWRTRNE01,ELC001,1,2028,1.0
UGANDA,PWRTRNE01,ELC001,1,2029,1.0
UGANDA,PWRTRNE01,ELC001,1,2030,1.0
UGANDA,PWRTRNE01,ELC001,1,2031,1.0
UGANDA,PWRTRNE01,ELC001,1,2032,1.0
UGANDA,PWRTRNE01,ELC001,1,2033,1.0
UGANDA,PWRTRNE01,ELC001,1,2034,1.0
UGANDA,PWRTRNE01,ELC001,1,2035,1.0
UGANDA,PWRTRNE01,ELC001,1,2036,1.0
UGANDA,PWRTRNE01,ELC001,1,2037,1.0
UGANDA,PWRTRNE01,ELC001,1,2038,1.0
UGANDA,PWRTRNE01,ELC001,1,2039,1.0
UGANDA,PWRTRNE01,ELC001,1,2040,1.0
