REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
UGANDA,BACKSTOP01,RESELC01,1,2018,1.0
UGANDA,BACKSTOP01,RESELC01,1,2019,1.0
UGANDA,BACKSTOP01,RESELC01,1,2020,1.0
UGANDA,BACKSTOP01,RESELC01,1,2021,1.0
UGANDA,BACKSTOP01,RESELC01,1,2022,1.0
UGANDA,BACKSTOP01,RESELC01,1,2023,1.0
UGANDA,BACKSTOP01,RESELC01,1,2024,1.0
UGANDA,BACKSTOP01,RESELC01,1,2025,1.0
UGANDA,BACKSTOP01,RESELC01,1,2026,1.0
UGANDA,BACKSTOP01,RESELC01,1,2027,1.0
UGANDA,BACKSTOP01,RESELC01,1,2028,1.0
UGANDA,BACKSTOP01,RESELC01,1,2029,1.0
UGANDA,BACKSTOP01,RESELC01,1,2030,1.0
UGANDA,BACKSTOP01,RESELC01,1,2031,1.0
UGANDA,BACKSTOP01,RESELC01,1,2032,1.0
UGANDA,BACKSTOP01,RESELC01,1,2033,1.0
UGANDA,BACKSTOP01,RESELC01,1,2034,1.0
UGANDA,BACKSTOP01,RESELC01,1,2035,1.0
UGANDA,BACKSTOP01,RESELC01,1,2036,1.0
UGANDA,BACKSTOP01,RESELC01,1,2037,1.0
UGANDA,BACKSTOP01,RESELC01,1,2038,1.0
UGANDA,BACKSTOP01,RESELC01,1,2039,1.0
UGANDA,BACKSTOP01,RESELC01,1,2040,1.0
UGANDA,BIO,BIO,1,2018,1.0
UGANDA,BIO,BIO,1,2019,1.0
UGANDA,BIO,BIO,1,2020,1.0
UGANDA,BIO,BIO,1,2021,1.0
UGANDA,BIO,BIO,1,2022,1.0
UGANDA,BIO,BIO,1,2023,1.0
UGANDA,BIO,BIO,1,2024,1.0
UGANDA,BIO,BIO,1,2025,1.0
UGANDA,BIO,BIO,1,2026,1.0
UGANDA,BIO,BIO,1,2027,1.0
UGANDA,BIO,BIO,1,2028,1.0
UGANDA,BIO,BIO,1,2029,1.0
UGANDA,BIO,BIO,1,2030,1.0
UGANDA,BIO,BIO,1,2031,1.0
UGANDA,BIO,BIO,1,2032,1.0
UGANDA,BIO,BIO,1,2033,1.0
UGANDA,BIO,BIO,1,2034,1.0
UGANDA,BIO,BIO,1,2035,1.0
UGANDA,BIO,BIO,1,2036,1.0
UGANDA,BIO,BIO,1,2037,1.0
UGANDA,BIO,BIO,1,2038,1.0
UGANDA,BIO,BIO,1,2039,1.0
UGANDA,BIO,BIO,1,2040,1.0
UGANDA,CHP,ELC001,1,2018,1.0
UGANDA,CHP,ELC001,1,2019,1.0
UGANDA,CHP,ELC001,1,2020,1.0
UGANDA,CHP,ELC001,1,2021,1.0
UGANDA,CHP,ELC001,1,2022,1.0
UGANDA,CHP,ELC001,1,2023,1.0
UGANDA,CHP,ELC001,1,2024,1.0
UGANDA,CHP,ELC001,1,2025,1.0
UGANDA,CHP,ELC001,1,2026,1.0
UGANDA,CHP,ELC001,1,2027,1.0
UGANDA,CHP,ELC001,1,2028,1.0
UGANDA,CHP,ELC001,1,2029,1.0
UGANDA,CHP,ELC001,1,2030,1.0
UGANDA,CHP,ELC001,1,2031,1.0
UGANDA,CHP,ELC001,1,2032,1.0
UGANDA,CHP,ELC001,1,2033,1.0
UGANDA,CHP,ELC001,1,2034,1.0
UGANDA,CHP,ELC001,1,2035,1.0
UGANDA,CHP,ELC001,1,2036,1.0
UGANDA,CHP,ELC001,1,2037,1.0
UGANDA,CHP,ELC001,1,2038,1.0
UGANDA,CHP,ELC001,1,2039,1.0
UGANDA,CHP,ELC001,1,2040,1.0
UGANDA,GEO,GEO,1,2018,1.0
UGANDA,GEO,GEO,1,2019,1.0
UGANDA,GEO,GEO,1,2020,1.0
UGANDA,GEO,GEO,1,2021,1.0
UGANDA,GEO,GEO,1,2022,1.0
UGANDA,GEO,GEO,1,2023,1.0
UGANDA,GEO,GEO,1,2024,1.0
UGANDA,GEO,GEO,1,2025,1.0
UGANDA,GEO,GEO,1,2026,1.0
UGANDA,GEO,GEO,1,2027,1.0
UGANDA,GEO,GEO,1,2028,1.0
UGANDA,GEO,GEO,1,2029,1.0
UGANDA,GEO,GEO,1,2030,1.0
UGANDA,GEO,GEO,1,2031,1.0
UGANDA,GEO,GEO,1,2032,1.0
UGANDA,GEO,GEO,1,2033,1.0
UGANDA,GEO,GEO,1,2034,1.0
UGANDA,GEO,GEO,1,2035,1.0
UGANDA,GEO,GEO,1,2036,1.0
UGANDA,GEO,GEO,1,2037,1.0
UGANDA,GEO,GEO,1,2038,1.0
UGANDA,GEO,GEO,1,2039,1.0
UGANDA,GEO,GEO,1,2040,1.0
UGANDA,IMPDSL,DSL,1,2018,1.0
UGANDA,IMPDSL,DSL,1,2019,1.0
UGANDA,IMPDSL,DSL,1,2020,1.0
UGANDA,IMPDSL,DSL,1,2021,1.0
UGANDA,IMPDSL,DSL,1,2022,1.0
UGANDA,IMPDSL,DSL,1,2023,1.0
UGANDA,IMPDSL,DSL,1,2024,1.0
UGANDA,IMPDSL,DSL,1,2025,1.0
UGANDA,IMPDSL,DSL,1,2026,1.0
UGANDA,IMPDSL,DSL,1,2027,1.0
UGANDA,IMPDSL,DSL,1,2028,1.0
UGANDA,IMPDSL,DSL,1,2029,1.0
UGANDA,IMPDSL,DSL,1,2030,1.0
UGANDA,IMPDSL,DSL,1,2031,1.0
UGANDA,IMPDSL,DSL,1,2032,1.0
UGANDA,IMPDSL,DSL,1,2033,1.0
UGANDA,IMPDSL,DSL,1,2034,1.0
UGANDA,IMPDSL,DSL,1,2035,1.0
UGANDA,IMPDSL,DSL,1,2036,1.0
UGANDA,IMPDSL,DSL,1,2037,1.0
UGANDA,IMPDSL,DSL,1,2038,1.0
UGANDA,IMPDSL,DSL,1,2039,1.0
UGANDA,IMPDSL,DSL,1,2040,1.0
UGANDA,IMPHFO,HFO,1,2018,1.0
UGANDA,IMPHFO,HFO,1,2019,1.0
UGANDA,IMPHFO,HFO,1,2020,1.0
UGANDA,IMPHFO,HFO,1,2021,1.0
UGANDA,IMPHFO,HFO,1,2022,1.0
UGANDA,IMPHFO,HFO,1,2023,1.0
UGANDA,IMPHFO,HFO,1,2024,1.0
UGANDA,IMPHFO,HFO,1,2025,1.0
UGANDA,IMPHFO,HFO,1,2026,1.0
UGANDA,IMPHFO,HFO,1,2027,1.0
UGANDA,IMPHFO,HFO,1,2028,1.0
UGANDA,IMPHFO,HFO,1,2029,1.0
UGANDA,IMPHFO,HFO,1,2030,1.0
UGANDA,IMPHFO,HFO,1,2031,1.0
UGANDA,IMPHFO,HFO,1,2032,1.0
UGANDA,IMPHFO,HFO,1,2033,1.0
UGANDA,IMPHFO,HFO,1,2034,1.0
UGANDA,IMPHFO,HFO,1,2035,1.0
UGANDA,IMPHFO,HFO,1,2036,1.0
UGANDA,IMPHFO,HFO,1,2037,1.0
UGANDA,IMPHFO,HFO,1,2038,1.0
UGANDA,IMPHFO,HFO,1,2039,1.0
UGANDA,IMPHFO,HFO,1,2040,1.0
UGANDA,PWRDSL001,ELC001,1,2018,1.0
UGANDA,PWRDSL001,ELC001,1,2019,1.0
UGANDA,PWRDSL001,ELC001,1,2020,1.0
UGANDA,PWRDSL001,ELC001,1,2021,1.0
UGANDA,PWRDSL001,ELC001,1,2022,1.0
UGANDA,PWRDSL001,ELC001,1,2023,1.0
UGANDA,PWRDSL001,ELC001,1,2024,1.0
UGANDA,PWRDSL001,ELC001,1,2025,1.0
UGANDA,PWRDSL001,ELC001,1,2026,1.0
UGANDA,PWRDSL001,ELC001,1,2027,1.0
UGANDA,PWRDSL001,ELC001,1,2028,1.0
UGANDA,PWRDSL001,ELC001,1,2029,1.0
UGANDA,PWRDSL001,ELC001,1,2030,1.0
UGANDA,PWRDSL001,ELC001,1,2031,1.0
UGANDA,PWRDSL001,ELC001,1,2032,1.0
UGANDA,PWRDSL001,ELC001,1,2033,1.0
UGANDA,PWRDSL001,ELC001,1,2034,1.0
UGANDA,PWRDSL001,ELC001,1,2035,1.0
UGANDA,PWRDSL001,ELC001,1,2036,1.0
UGANDA,PWRDSL001,ELC001,1,2037,1.0
UGANDA,PWRDSL001,ELC001,1,2038,1.0
UGANDA,PWRDSL001,ELC001,1,2039,1.0
UGANDA,PWRDSL001,ELC001,1,2040,1.0
UGANDA,PWRGEO001,ELC001,1,2018,1.0
UGANDA,PWRGEO001,ELC001,1,2019,1.0
UGANDA,PWRGEO001,ELC001,1,2020,1.0
UGANDA,PWRGEO001,ELC001,1,2021,1.0
UGANDA,PWRGEO001,ELC001,1,2022,1.0
UGANDA,PWRGEO001,ELC001,1,2023,1.0
UGANDA,PWRGEO001,ELC001,1,2024,1.0
UGANDA,PWRGEO001,ELC001,1,2025,1.0
UGANDA,PWRGEO001,ELC001,1,2026,1.0
UGANDA,PWRGEO001,ELC001,1,2027,1.0
UGANDA,PWRGEO001,ELC001,1,2028,1.0
UGANDA,PWRGEO001,ELC001,1,2029,1.0
UGANDA,PWRGEO001,ELC001,1,2030,1.0
UGANDA,PWRGEO001,ELC001,1,2031,1.0
UGANDA,PWRGEO001,ELC001,1,2032,1.0
UGANDA,PWRGEO001,ELC001,1,2033,1.0
UGANDA,PWRGEO001,ELC001,1,2034,1.0
UGANDA,PWRGEO001,ELC001,1,2035,1.0
UGANDA,PWRGEO001,ELC001,1,2036,1.0
UGANDA,PWRGEO001,ELC001,1,2037,1.0
UGANDA,PWRGEO001,ELC001,1,2038,1.0
UGANDA,PWRGEO001,ELC001,1,2039,1.0
UGANDA,PWRGEO001,ELC001,1,2040,1.0
UGANDA,PWRHFOE01,ELC001,1,2018,1.0
UGANDA,PWRHFOE01,ELC001,1,2019,1.0
UGANDA,PWRHFOE01,ELC001,1,2020,1.0
UGANDA,PWRHFOE01,ELC001,1,2021,1.0
UGANDA,PWRHFOE01,ELC001,1,2022,1.0
UGANDA,PWRHFOE01,ELC001,1,2023,1.0
UGANDA,PWRHFOE01,ELC001,1,2024,1.0
UGANDA,PWRHFOE01,ELC001,1,2025,1.0
UGANDA,PWRHFOE01,ELC001,1,2026,1.0
UGANDA,PWRHFOE01,ELC001,1,2027,1.0
UGANDA,PWRHFOE01,ELC001,1,2028,1.0
UGANDA,PWRHFOE01,ELC001,1,2029,1.0
UGANDA,PWRHFOE01,ELC001,1,2030,1.0
UGANDA,PWRHFOE01,ELC001,1,2031,1.0
UGANDA,PWRHFOE01,ELC001,1,2032,1.0
UGANDA,PWRHFOE01,ELC001,1,2033,1.0
UGANDA,PWRHFOE01,ELC001,1,2034,1.0
UGANDA,PWRHFOE01,ELC001,1,2035,1.0
UGANDA,PWRHFOE01,ELC001,1,2036,1.0
UGANDA,PWRHFOE01,ELC001,1,2037,1.0
