REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
Ethiopia_Model_2019,PWRHYD001,Au_P,2026,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2027,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2028,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2029,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2030,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2031,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2032,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2033,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2034,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2035,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2036,0.39
Ethiopia_Model_2019,PWRHYD001,Au_P,2037,0.39
Ethiopia_Model_2019,PWRHYD001,Sp_D,2015,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2016,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2017,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2018,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2019,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2020,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2021,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2022,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2023,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2024,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2025,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2026,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2027,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2028,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2029,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2030,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2031,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2032,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2033,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2034,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2035,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2036,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_D,2037,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2015,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2016,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2017,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2018,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2019,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2020,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2021,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2022,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2023,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2024,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2025,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2026,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2027,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2028,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2029,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2030,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2031,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2032,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2033,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2034,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2035,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2036,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_N,2037,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2015,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2016,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2017,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2018,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2019,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2020,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2021,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2022,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2023,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2024,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2025,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2026,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2027,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2028,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2029,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2030,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2031,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2032,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2033,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2034,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2035,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2036,0.35
Ethiopia_Model_2019,PWRHYD001,Sp_P,2037,0.35
Ethiopia_Model_2019,PWRHYD001,Su_D,2015,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2016,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2017,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2018,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2019,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2020,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2021,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2022,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2023,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2024,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2025,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2026,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2027,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2028,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2029,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2030,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2031,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2032,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2033,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2034,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2035,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2036,0.36
Ethiopia_Model_2019,PWRHYD001,Su_D,2037,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2015,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2016,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2017,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2018,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2019,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2020,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2021,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2022,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2023,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2024,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2025,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2026,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2027,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2028,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2029,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2030,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2031,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2032,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2033,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2034,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2035,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2036,0.36
Ethiopia_Model_2019,PWRHYD001,Su_N,2037,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2015,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2016,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2017,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2018,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2019,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2020,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2021,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2022,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2023,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2024,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2025,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2026,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2027,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2028,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2029,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2030,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2031,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2032,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2033,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2034,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2035,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2036,0.36
Ethiopia_Model_2019,PWRHYD001,Su_P,2037,0.36
Ethiopia_Model_2019,PWRHYD001,Wi_D,2015,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2016,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2017,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2018,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2019,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2020,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2021,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2022,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2023,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2024,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2025,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2026,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2027,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2028,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2029,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2030,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2031,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2032,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2033,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2034,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2035,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2036,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_D,2037,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2015,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2016,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2017,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2018,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2019,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2020,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2021,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2022,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2023,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2024,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2025,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2026,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2027,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2028,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2029,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2030,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2031,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2032,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2033,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2034,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2035,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2036,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_N,2037,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2015,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2016,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2017,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2018,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2019,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2020,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2021,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2022,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2023,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2024,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2025,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2026,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2027,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2028,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2029,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2030,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2031,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2032,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2033,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2034,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2035,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2036,0.4
Ethiopia_Model_2019,PWRHYD001,Wi_P,2037,0.4
Ethiopia_Model_2019,PWRSOL001,Au_D,2015,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2016,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2017,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2018,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2019,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2020,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2021,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2022,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2023,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2024,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2025,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2026,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2027,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2028,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2029,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2030,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2031,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2032,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2033,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2034,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2035,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2036,0.39
Ethiopia_Model_2019,PWRSOL001,Au_D,2037,0.39
Ethiopia_Model_2019,PWRSOL001,Au_N,2015,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2016,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2017,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2018,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2019,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2020,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2021,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2022,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2023,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2024,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2025,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2026,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2027,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2028,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2029,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2030,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2031,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2032,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2033,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2034,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2035,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2036,0.0
Ethiopia_Model_2019,PWRSOL001,Au_N,2037,0.0
Ethiopia_Model_2019,PWRSOL001,Au_P,2015,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2016,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2017,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2018,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2019,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2020,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2021,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2022,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2023,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2024,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2025,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2026,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2027,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2028,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2029,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2030,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2031,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2032,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2033,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2034,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2035,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2036,0.17
Ethiopia_Model_2019,PWRSOL001,Au_P,2037,0.17
Ethiopia_Model_2019,PWRSOL001,Sp_D,2015,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2016,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2017,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2018,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2019,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2020,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2021,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2022,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2023,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2024,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2025,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2026,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2027,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2028,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2029,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2030,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2031,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2032,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2033,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2034,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2035,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2036,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_D,2037,0.29
Ethiopia_Model_2019,PWRSOL001,Sp_N,2015,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2016,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2017,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2018,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2019,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2020,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2021,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2022,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2023,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2024,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2025,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2026,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2027,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2028,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2029,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2030,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2031,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2032,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2033,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2034,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2035,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2036,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_N,2037,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2015,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2016,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2017,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2018,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2019,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2020,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2021,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2022,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2023,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2024,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2025,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2026,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2027,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2028,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2029,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2030,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2031,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2032,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2033,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2034,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2035,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2036,0.12
Ethiopia_Model_2019,PWRSOL001,Sp_P,2037,0.12
Ethiopia_Model_2019,PWRSOL001,Su_D,2015,0.27
Ethiopia_Model_2019,PWRSOL001,Su_D,2016,0.27
