REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
Region,BACKSTOP,1,2015,99999.0
Region,BACKSTOP,1,2016,99999.0
Region,BACKSTOP,1,2017,99999.0
Region,BACKSTOP,1,2018,99999.0
Region,BACKSTOP,1,2019,99999.0
Region,BACKSTOP,1,2020,99999.0
Region,BACKSTOP,1,2021,99999.0
Region,BACKSTOP,1,2022,99999.0
Region,BACKSTOP,1,2023,99999.0
Region,BACKSTOP,1,2024,99999.0
Region,BACKSTOP,1,2025,99999.0
Region,BACKSTOP,1,2026,99999.0
Region,BACKSTOP,1,2027,99999.0
Region,BACKSTOP,1,2028,99999.0
Region,BACKSTOP,1,2029,99999.0
Region,BACKSTOP,1,2030,99999.0
Region,BACKSTOP,1,2031,99999.0
Region,BACKSTOP,1,2032,99999.0
Region,BACKSTOP,1,2033,99999.0
Region,BACKSTOP,1,2034,99999.0
Region,BACKSTOP,1,2035,99999.0
Region,BACKSTOP,1,2036,99999.0
Region,BACKSTOP,1,2037,99999.0
Region,BACKSTOP,1,2038,99999.0
Region,BACKSTOP,1,2039,99999.0
Region,BACKSTOP,1,2040,99999.0
Region,BACKSTOP,1,2041,99999.0
Region,BACKSTOP,1,2042,99999.0
Region,BACKSTOP,1,2043,99999.0
Region,BACKSTOP,1,2044,99999.0
Region,BACKSTOP,1,2045,99999.0
Region,BACKSTOP,1,2046,99999.0
Region,BACKSTOP,1,2047,99999.0
Region,BACKSTOP,1,2048,99999.0
Region,BACKSTOP,1,2049,99999.0
Region,BACKSTOP,1,2050,99999.0
Region,BACKSTOP,1,2051,99999.0
Region,BACKSTOP,1,2052,99999.0
Region,BACKSTOP,1,2053,99999.0
Region,BACKSTOP,1,2054,99999.0
Region,BACKSTOP,1,2055,99999.0
Region,BACKSTOP,1,2056,99999.0
Region,BACKSTOP,1,2057,99999.0
Region,BACKSTOP,1,2058,99999.0
Region,BACKSTOP,1,2059,99999.0
Region,BACKSTOP,1,2060,99999.0
Region,BACKSTOP,1,2061,99999.0
Region,BACKSTOP,1,2062,99999.0
Region,BACKSTOP,1,2063,99999.0
Region,BACKSTOP,1,2064,99999.0
Region,BACKSTOP,1,2065,99999.0
Region,BIOMASS_1,1,2015,5.76
Region,BIOMASS_1,1,2016,5.76
Region,BIOMASS_1,1,2017,5.76
Region,BIOMASS_1,1,2018,5.76
Region,BIOMASS_1,1,2019,5.76
Region,BIOMASS_1,1,2020,5.76
Region,BIOMASS_1,1,2021,5.76
Region,BIOMASS_1,1,2022,5.76
Region,BIOMASS_1,1,2023,5.76
Region,BIOMASS_1,1,2024,5.76
Region,BIOMASS_1,1,2025,5.76
Region,BIOMASS_1,1,2026,5.76
Region,BIOMASS_1,1,2027,5.76
Region,BIOMASS_1,1,2028,5.76
Region,BIOMASS_1,1,2029,5.76
Region,BIOMASS_1,1,2030,5.76
Region,BIOMASS_1,1,2031,5.76
Region,BIOMASS_1,1,2032,5.76
Region,BIOMASS_1,1,2033,5.76
Region,BIOMASS_1,1,2034,5.76
Region,BIOMASS_1,1,2035,5.76
Region,BIOMASS_1,1,2036,5.76
Region,BIOMASS_1,1,2037,5.76
Region,BIOMASS_1,1,2038,5.76
Region,BIOMASS_1,1,2039,5.76
Region,BIOMASS_1,1,2040,5.76
Region,BIOMASS_1,1,2041,5.76
Region,BIOMASS_1,1,2042,5.76
Region,BIOMASS_1,1,2043,5.76
Region,BIOMASS_1,1,2044,5.76
Region,BIOMASS_1,1,2045,5.76
Region,BIOMASS_1,1,2046,5.76
Region,BIOMASS_1,1,2047,5.76
Region,BIOMASS_1,1,2048,5.76
Region,BIOMASS_1,1,2049,5.76
Region,BIOMASS_1,1,2050,5.76
Region,BIOMASS_1,1,2051,5.76
Region,BIOMASS_1,1,2052,5.76
Region,BIOMASS_1,1,2053,5.76
Region,BIOMASS_1,1,2054,5.76
Region,BIOMASS_1,1,2055,5.76
Region,BIOMASS_1,1,2056,5.76
Region,BIOMASS_1,1,2057,5.76
Region,BIOMASS_1,1,2058,5.76
Region,BIOMASS_1,1,2059,5.76
Region,BIOMASS_1,1,2060,5.76
Region,BIOMASS_1,1,2061,5.76
Region,BIOMASS_1,1,2062,5.76
Region,BIOMASS_1,1,2063,5.76
Region,BIOMASS_1,1,2064,5.76
Region,BIOMASS_1,1,2065,5.76
Region,BIOMASS_2,1,2015,5.76
Region,BIOMASS_2,1,2016,5.76
Region,BIOMASS_2,1,2017,5.76
Region,BIOMASS_2,1,2018,5.76
Region,BIOMASS_2,1,2019,5.76
Region,BIOMASS_2,1,2020,5.76
Region,BIOMASS_2,1,2021,5.76
Region,BIOMASS_2,1,2022,5.76
Region,BIOMASS_2,1,2023,5.76
Region,BIOMASS_2,1,2024,5.76
Region,BIOMASS_2,1,2025,5.76
Region,BIOMASS_2,1,2026,5.76
Region,BIOMASS_2,1,2027,5.76
Region,BIOMASS_2,1,2028,5.76
Region,BIOMASS_2,1,2029,5.76
Region,BIOMASS_2,1,2030,5.76
Region,BIOMASS_2,1,2031,5.76
Region,BIOMASS_2,1,2032,5.76
Region,BIOMASS_2,1,2033,5.76
Region,BIOMASS_2,1,2034,5.76
Region,BIOMASS_2,1,2035,5.76
Region,BIOMASS_2,1,2036,5.76
Region,BIOMASS_2,1,2037,5.76
Region,BIOMASS_2,1,2038,5.76
Region,BIOMASS_2,1,2039,5.76
Region,BIOMASS_2,1,2040,5.76
Region,BIOMASS_2,1,2041,5.76
Region,BIOMASS_2,1,2042,5.76
Region,BIOMASS_2,1,2043,5.76
Region,BIOMASS_2,1,2044,5.76
Region,BIOMASS_2,1,2045,5.76
Region,BIOMASS_2,1,2046,5.76
Region,BIOMASS_2,1,2047,5.76
Region,BIOMASS_2,1,2048,5.76
Region,BIOMASS_2,1,2049,5.76
Region,BIOMASS_2,1,2050,5.76
Region,BIOMASS_2,1,2051,5.76
Region,BIOMASS_2,1,2052,5.76
Region,BIOMASS_2,1,2053,5.76
Region,BIOMASS_2,1,2054,5.76
Region,BIOMASS_2,1,2055,5.76
Region,BIOMASS_2,1,2056,5.76
Region,BIOMASS_2,1,2057,5.76
Region,BIOMASS_2,1,2058,5.76
Region,BIOMASS_2,1,2059,5.76
Region,BIOMASS_2,1,2060,5.76
Region,BIOMASS_2,1,2061,5.76
Region,BIOMASS_2,1,2062,5.76
Region,BIOMASS_2,1,2063,5.76
Region,BIOMASS_2,1,2064,5.76
Region,BIOMASS_2,1,2065,5.76
Region,DIESEL_MAKENI,1,2015,51.52
Region,DIESEL_MAKENI,1,2016,57.132
Region,DIESEL_MAKENI,1,2017,62.744
Region,DIESEL_MAKENI,1,2018,68.356
Region,DIESEL_MAKENI,1,2019,73.968
Region,DIESEL_MAKENI,1,2020,79.58
Region,DIESEL_MAKENI,1,2021,82.8
Region,DIESEL_MAKENI,1,2022,86.02
Region,DIESEL_MAKENI,1,2023,89.24
Region,DIESEL_MAKENI,1,2024,92.46
Region,DIESEL_MAKENI,1,2025,95.68
Region,DIESEL_MAKENI,1,2026,98.9
Region,DIESEL_MAKENI,1,2027,102.12
Region,DIESEL_MAKENI,1,2028,105.34
Region,DIESEL_MAKENI,1,2029,108.56
Region,DIESEL_MAKENI,1,2030,111.78
Region,DIESEL_MAKENI,1,2031,115.0
Region,DIESEL_MAKENI,1,2032,118.3127572
Region,DIESEL_MAKENI,1,2033,121.7209436
Region,DIESEL_MAKENI,1,2034,125.2273083
Region,DIESEL_MAKENI,1,2035,128.8346793
Region,DIESEL_MAKENI,1,2036,132.5459663
Region,DIESEL_MAKENI,1,2037,136.3641629
Region,DIESEL_MAKENI,1,2038,140.2923487
Region,DIESEL_MAKENI,1,2039,144.333692
Region,DIESEL_MAKENI,1,2040,148.4914527
