REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
SIERRALEONE,BIOGAS_PP,Biogas,1,2015,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2016,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2017,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2018,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2019,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2020,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2021,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2022,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2023,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2024,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2025,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2026,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2027,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2028,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2029,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2030,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2031,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2032,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2033,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2034,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2035,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2036,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2037,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2038,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2039,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2040,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2041,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2042,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2043,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2044,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2045,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2046,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2047,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2048,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2049,2.857142857
SIERRALEONE,BIOGAS_PP,Biogas,1,2050,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2015,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2016,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2017,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2018,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2019,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2020,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2021,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2022,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2023,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2024,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2025,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2026,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2027,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2028,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2029,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2030,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2031,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2032,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2033,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2034,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2035,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2036,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2037,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2038,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2039,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2040,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2041,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2042,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2043,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2044,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2045,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2046,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2047,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2048,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2049,2.857142857
SIERRALEONE,COAL_PP,Coal,1,2050,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2015,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2016,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2017,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2018,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2019,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2020,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2021,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2022,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2023,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2024,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2025,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2026,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2027,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2028,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2029,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2030,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2031,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2032,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2033,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2034,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2035,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2036,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2037,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2038,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2039,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2040,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2041,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2042,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2043,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2044,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2045,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2046,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2047,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2048,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2049,2.857142857
SIERRALEONE,DIESEL_PP,Diesel,1,2050,2.857142857
SIERRALEONE,GAS_PP,GAS,1,2015,2.631578947
SIERRALEONE,GAS_PP,GAS,1,2016,2.631578947
SIERRALEONE,GAS_PP,GAS,1,2017,2.631578947
SIERRALEONE,GAS_PP,GAS,1,2018,2.631578947
SIERRALEONE,GAS_PP,GAS,1,2019,2.631578947
SIERRALEONE,GAS_PP,GAS,1,2020,2.631578947
SIERRALEONE,GAS_PP,GAS,1,2021,2.624671916
SIERRALEONE,GAS_PP,GAS,1,2022,2.617801047
SIERRALEONE,GAS_PP,GAS,1,2023,2.610966057
SIERRALEONE,GAS_PP,GAS,1,2024,2.604166667
SIERRALEONE,GAS_PP,GAS,1,2025,2.597402597
SIERRALEONE,GAS_PP,GAS,1,2026,2.590673575
SIERRALEONE,GAS_PP,GAS,1,2027,2.583979328
SIERRALEONE,GAS_PP,GAS,1,2028,2.577319588
SIERRALEONE,GAS_PP,GAS,1,2029,2.570694087
SIERRALEONE,GAS_PP,GAS,1,2030,2.564102564
SIERRALEONE,GAS_PP,GAS,1,2031,2.551020408
SIERRALEONE,GAS_PP,GAS,1,2032,2.538071066
SIERRALEONE,GAS_PP,GAS,1,2033,2.525252525
SIERRALEONE,GAS_PP,GAS,1,2034,2.512562814
SIERRALEONE,GAS_PP,GAS,1,2035,2.5
SIERRALEONE,GAS_PP,GAS,1,2036,2.487562189
SIERRALEONE,GAS_PP,GAS,1,2037,2.475247525
SIERRALEONE,GAS_PP,GAS,1,2038,2.463054187
SIERRALEONE,GAS_PP,GAS,1,2039,2.450980392
SIERRALEONE,GAS_PP,GAS,1,2040,2.43902439
SIERRALEONE,GAS_PP,GAS,1,2041,2.433090024
SIERRALEONE,GAS_PP,GAS,1,2042,2.427184466
SIERRALEONE,GAS_PP,GAS,1,2043,2.421307506
SIERRALEONE,GAS_PP,GAS,1,2044,2.415458937
SIERRALEONE,GAS_PP,GAS,1,2045,2.409638554
SIERRALEONE,GAS_PP,GAS,1,2046,2.403846154
SIERRALEONE,GAS_PP,GAS,1,2047,2.398081535
SIERRALEONE,GAS_PP,GAS,1,2048,2.392344498
SIERRALEONE,GAS_PP,GAS,1,2049,2.386634845
SIERRALEONE,GAS_PP,GAS,1,2050,2.380952381
SIERRALEONE,HFO_PP,HFO,1,2015,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2016,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2017,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2018,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2019,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2020,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2021,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2022,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2023,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2024,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2025,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2026,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2027,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2028,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2029,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2030,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2031,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2032,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2033,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2034,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2035,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2036,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2037,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2038,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2039,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2040,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2041,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2042,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2043,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2044,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2045,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2046,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2047,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2048,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2049,2.857142857
SIERRALEONE,HFO_PP,HFO,1,2050,2.857142857
SIERRALEONE,TD,SEC_EFL,1,2015,1.0
SIERRALEONE,TD,SEC_EFL,1,2016,1.0
SIERRALEONE,TD,SEC_EFL,1,2017,1.0
SIERRALEONE,TD,SEC_EFL,1,2018,1.0
SIERRALEONE,TD,SEC_EFL,1,2019,1.0
SIERRALEONE,TD,SEC_EFL,1,2020,1.0
SIERRALEONE,TD,SEC_EFL,1,2021,1.0
SIERRALEONE,TD,SEC_EFL,1,2022,1.0
SIERRALEONE,TD,SEC_EFL,1,2023,1.0
SIERRALEONE,TD,SEC_EFL,1,2024,1.0
SIERRALEONE,TD,SEC_EFL,1,2025,1.0
SIERRALEONE,TD,SEC_EFL,1,2026,1.0
SIERRALEONE,TD,SEC_EFL,1,2027,1.0
SIERRALEONE,TD,SEC_EFL,1,2028,1.0
SIERRALEONE,TD,SEC_EFL,1,2029,1.0
SIERRALEONE,TD,SEC_EFL,1,2030,1.0
SIERRALEONE,TD,SEC_EFL,1,2031,1.0
SIERRALEONE,TD,SEC_EFL,1,2032,1.0
SIERRALEONE,TD,SEC_EFL,1,2033,1.0
SIERRALEONE,TD,SEC_EFL,1,2034,1.0
SIERRALEONE,TD,SEC_EFL,1,2035,1.0
SIERRALEONE,TD,SEC_EFL,1,2036,1.0
SIERRALEONE,TD,SEC_EFL,1,2037,1.0
SIERRALEONE,TD,SEC_EFL,1,2038,1.0
SIERRALEONE,TD,SEC_EFL,1,2039,1.0
SIERRALEONE,TD,SEC_EFL,1,2040,1.0
SIERRALEONE,TD,SEC_EFL,1,2041,1.0
SIERRALEONE,TD,SEC_EFL,1,2042,1.0
SIERRALEONE,TD,SEC_EFL,1,2043,1.0
SIERRALEONE,TD,SEC_EFL,1,2044,1.0
SIERRALEONE,TD,SEC_EFL,1,2045,1.0
SIERRALEONE,TD,SEC_EFL,1,2046,1.0
SIERRALEONE,TD,SEC_EFL,1,2047,1.0
SIERRALEONE,TD,SEC_EFL,1,2048,1.0
SIERRALEONE,TD,SEC_EFL,1,2049,1.0
SIERRALEONE,TD,SEC_EFL,1,2050,1.0
