REGION,YEAR,VALUE
Ethiopia_Model_2019,2015,1.2
Ethiopia_Model_2019,2016,1.2
Ethiopia_Model_2019,2017,1.2
Ethiopia_Model_2019,2018,1.2
Ethiopia_Model_2019,2019,1.2
Ethiopia_Model_2019,2020,1.2
Ethiopia_Model_2019,2021,1.2
Ethiopia_Model_2019,2022,1.2
Ethiopia_Model_2019,2023,1.2
Ethiopia_Model_2019,2024,1.2
Ethiopia_Model_2019,2025,1.2
Ethiopia_Model_2019,2026,1.2
Ethiopia_Model_2019,2027,1.2
Ethiopia_Model_2019,2028,1.2
Ethiopia_Model_2019,2029,1.2
Ethiopia_Model_2019,2030,1.2
Ethiopia_Model_2019,2031,1.2
Ethiopia_Model_2019,2032,1.2
Ethiopia_Model_2019,2033,1.2
Ethiopia_Model_2019,2034,1.2
Ethiopia_Model_2019,2035,1.2
Ethiopia_Model_2019,2036,1.2
Ethiopia_Model_2019,2037,1.2
