REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
UGANDA,BACKSTOP01,1,2018,999999.0
UGANDA,BACKSTOP01,1,2019,999999.0
UGANDA,BACKSTOP01,1,2020,999999.0
UGANDA,BACKSTOP01,1,2021,999999.0
UGANDA,BACKSTOP01,1,2022,999999.0
UGANDA,BACKSTOP01,1,2023,999999.0
UGANDA,BACKSTOP01,1,2024,999999.0
UGANDA,BACKSTOP01,1,2025,999999.0
UGANDA,BACKSTOP01,1,2026,999999.0
UGANDA,BACKSTOP01,1,2027,999999.0
UGANDA,BACKSTOP01,1,2028,999999.0
UGANDA,BACKSTOP01,1,2029,999999.0
UGANDA,BACKSTOP01,1,2030,999999.0
UGANDA,BACKSTOP01,1,2031,999999.0
UGANDA,BACKSTOP01,1,2032,999999.0
UGANDA,BACKSTOP01,1,2033,999999.0
UGANDA,BACKSTOP01,1,2034,999999.0
UGANDA,BACKSTOP01,1,2035,999999.0
UGANDA,BACKSTOP01,1,2036,999999.0
UGANDA,BACKSTOP01,1,2037,999999.0
UGANDA,BACKSTOP01,1,2038,999999.0
UGANDA,BACKSTOP01,1,2039,999999.0
UGANDA,BACKSTOP01,1,2040,999999.0
UGANDA,CHP,1,2018,5.5598
UGANDA,CHP,1,2019,5.5598
UGANDA,CHP,1,2020,5.5598
UGANDA,CHP,1,2021,5.5598
UGANDA,CHP,1,2022,5.5598
UGANDA,CHP,1,2023,5.5598
UGANDA,CHP,1,2024,5.5598
UGANDA,CHP,1,2025,5.5598
UGANDA,CHP,1,2026,5.5598
UGANDA,CHP,1,2027,5.5598
UGANDA,CHP,1,2028,5.5598
UGANDA,CHP,1,2029,5.5598
UGANDA,CHP,1,2030,5.5598
UGANDA,CHP,1,2031,5.5598
UGANDA,CHP,1,2032,5.5598
UGANDA,CHP,1,2033,5.5598
UGANDA,CHP,1,2034,5.5598
UGANDA,CHP,1,2035,5.5598
UGANDA,CHP,1,2036,5.5598
UGANDA,CHP,1,2037,5.5598
UGANDA,CHP,1,2038,5.5598
UGANDA,CHP,1,2039,5.5598
UGANDA,CHP,1,2040,5.5598
UGANDA,IMPDSL,1,2018,5.0
UGANDA,IMPDSL,1,2019,5.0
UGANDA,IMPDSL,1,2020,5.0
UGANDA,IMPDSL,1,2021,5.0
UGANDA,IMPDSL,1,2022,5.0
UGANDA,IMPDSL,1,2023,5.0
UGANDA,IMPDSL,1,2024,5.0
UGANDA,IMPDSL,1,2025,5.0
UGANDA,IMPDSL,1,2026,5.0
UGANDA,IMPDSL,1,2027,5.0
UGANDA,IMPDSL,1,2028,5.0
UGANDA,IMPDSL,1,2029,5.0
UGANDA,IMPDSL,1,2030,5.0
UGANDA,IMPDSL,1,2031,5.0
UGANDA,IMPDSL,1,2032,5.0
UGANDA,IMPDSL,1,2033,5.0
UGANDA,IMPDSL,1,2034,5.0
UGANDA,IMPDSL,1,2035,5.0
UGANDA,IMPDSL,1,2036,5.0
UGANDA,IMPDSL,1,2037,5.0
UGANDA,IMPDSL,1,2038,5.0
UGANDA,IMPDSL,1,2039,5.0
UGANDA,IMPDSL,1,2040,5.0
UGANDA,PWRDSL001,1,2018,4.1666
UGANDA,PWRDSL001,1,2019,4.1666
UGANDA,PWRDSL001,1,2020,4.1666
UGANDA,PWRDSL001,1,2021,4.1666
