REGION,FUEL,TIMESLICE,YEAR,VALUE
UGANDA,RESELC01,SR,2024,0.1801
UGANDA,RESELC01,SR,2025,0.1801
UGANDA,RESELC01,SR,2026,0.1801
UGANDA,RESELC01,SR,2027,0.1801
UGANDA,RESELC01,SR,2028,0.1801
UGANDA,RESELC01,SR,2029,0.1801
UGANDA,RESELC01,SR,2030,0.1801
UGANDA,RESELC01,SR,2031,0.1801
UGANDA,RESELC01,SR,2032,0.1801
UGANDA,RESELC01,SR,2033,0.1801
UGANDA,RESELC01,SR,2034,0.1801
UGANDA,RESELC01,SR,2035,0.1801
UGANDA,RESELC01,SR,2036,0.1801
UGANDA,RESELC01,SR,2037,0.1801
UGANDA,RESELC01,SR,2038,0.1801
UGANDA,RESELC01,SR,2039,0.1801
UGANDA,RESELC01,SR,2040,0.1801
