REGION,FUEL,YEAR,VALUE
SIERRALEONE,EL_final,2015,0.352254124
SIERRALEONE,EL_final,2016,0.385814119
SIERRALEONE,EL_final,2017,0.422579566
SIERRALEONE,EL_final,2018,0.461484489
SIERRALEONE,EL_final,2019,0.635633444
SIERRALEONE,EL_final,2020,0.835471223
SIERRALEONE,EL_final,2021,1.063606859
SIERRALEONE,EL_final,2022,1.321196752
SIERRALEONE,EL_final,2023,1.610116042
SIERRALEONE,EL_final,2024,1.960371994
SIERRALEONE,EL_final,2025,2.289815266
SIERRALEONE,EL_final,2026,2.686358525
SIERRALEONE,EL_final,2027,3.122903606
SIERRALEONE,EL_final,2028,3.60178088
SIERRALEONE,EL_final,2029,4.12541949
SIERRALEONE,EL_final,2030,4.696352048
SIERRALEONE,EL_final,2031,5.059497629
SIERRALEONE,EL_final,2032,5.440677825
SIERRALEONE,EL_final,2033,5.840273412
SIERRALEONE,EL_final,2034,6.258669073
SIERRALEONE,EL_final,2035,6.696253749
SIERRALEONE,EL_final,2036,7.077973786
SIERRALEONE,EL_final,2037,7.474625166
SIERRALEONE,EL_final,2038,7.886699198
SIERRALEONE,EL_final,2039,8.314707516
SIERRALEONE,EL_final,2040,8.759183119
SIERRALEONE,EL_final,2041,9.21671958
SIERRALEONE,EL_final,2042,9.691577341
SIERRALEONE,EL_final,2043,10.18435188
SIERRALEONE,EL_final,2044,10.69566454
SIERRALEONE,EL_final,2045,11.22616396
SIERRALEONE,EL_final,2046,11.76755536
SIERRALEONE,EL_final,2047,12.32887876
SIERRALEONE,EL_final,2048,12.91084868
SIERRALEONE,EL_final,2049,13.51421228
SIERRALEONE,EL_final,2050,14.13975123
